date,pnl,cumulative_pnl,equity
2025-07-14,-57.36000000000968,-57.36000000000968,4942.63999999999
2025-07-15,-52.32000000001244,-109.68000000002212,4890.319999999978
2025-07-16,-70.32000000001335,-180.00000000003547,4819.9999999999645
2025-07-17,-57.10000000000946,-237.10000000004493,4762.899999999955
2025-07-18,-86.6200000000099,-323.7200000000548,4676.279999999945
2025-07-20,0.0,-323.7200000000548,4676.279999999945
2025-07-21,-59.58000000001175,-383.3000000000666,4616.699999999933
2025-07-22,-48.100000000014006,-431.4000000000806,4568.599999999919
2025-07-23,-72.8800000000083,-504.2800000000889,4495.719999999911
2025-07-24,-63.36000000000877,-567.6400000000976,4432.359999999902
2025-07-25,-54.510000000003856,-622.1500000001015,4377.8499999998985
2025-07-27,10.6299999999992,-611.5200000001023,4388.479999999898
2025-07-28,-104.84000000001015,-716.3600000001124,4283.639999999888
2025-07-29,-30.10000000000855,-746.460000000121,4253.539999999879
2025-07-30,-18.660000000004402,-765.1200000001254,4234.879999999875
2025-07-31,-181.7600000000134,-946.8800000001388,4053.119999999861
2025-08-01,-110.5800000000072,-1057.460000000146,3942.539999999854
2025-08-03,0.0,-1057.460000000146,3942.539999999854
2025-08-04,-35.32000000001062,-1092.7800000001566,3907.2199999998434
2025-08-05,-51.62000000000626,-1144.400000000163,3855.599999999837
2025-08-06,-133.3200000000088,-1277.7200000001717,3722.2799999998283
2025-08-07,-37.58000000000584,-1315.3000000001775,3684.6999999998225
2025-08-08,-126.06000000000131,-1441.3600000001788,3558.639999999821
2025-08-10,0.0,-1441.3600000001788,3558.639999999821
2025-08-11,-7.84000000000151,-1449.2000000001804,3550.7999999998196
2025-08-12,-77.35999999999422,-1526.5600000001746,3473.4399999998254
2025-08-13,-84.05999999999267,-1610.6200000001672,3389.3799999998328
2025-08-14,-15.099999999994452,-1625.7200000001617,3374.2799999998383
2025-08-15,-150.05999999999358,-1775.7800000001553,3224.2199999998447
2025-08-17,0.0,-1775.7800000001553,3224.2199999998447
2025-08-18,-75.83999999999241,-1851.6200000001477,3148.3799999998523
2025-08-19,-64.5799999999931,-1916.2000000001408,3083.799999999859
2025-08-20,-76.87999999999602,-1993.0800000001368,3006.919999999863
2025-08-21,-40.61999999999398,-2033.7000000001308,2966.299999999869
2025-08-22,-10.139999999996235,-2043.840000000127,2956.159999999873
2025-08-24,0.0,-2043.840000000127,2956.159999999873
2025-08-25,-70.88000000000329,-2114.7200000001303,2885.2799999998697
2025-08-26,-43.40000000000191,-2158.120000000132,2841.879999999868
2025-08-27,-54.35999999999649,-2212.4800000001287,2787.5199999998713
2025-08-28,-93.32000000000107,-2305.80000000013,2694.19999999987
2025-08-29,-0.6200000000048931,-2306.4200000001347,2693.5799999998653
2025-08-31,0.0,-2306.4200000001347,2693.5799999998653
2025-09-01,-11.440000000000964,-2317.8600000001356,2682.1399999998644
2025-09-02,-35.140000000006694,-2353.0000000001423,2646.9999999998577
2025-09-03,-20.619999999997617,-2373.62000000014,2626.37999999986
2025-09-04,-42.879999999996016,-2416.500000000136,2583.499999999864
2025-09-05,-61.579999999993106,-2478.080000000129,2521.919999999871
2025-09-07,0.0,-2478.080000000129,2521.919999999871
2025-09-08,-17.35999999999285,-2495.440000000122,2504.559999999878
2025-09-09,-71.09999999999536,-2566.5400000001173,2433.4599999998827
2025-09-10,-15.619999999996253,-2582.1600000001135,2417.8399999998865
2025-09-11,-28.879999999995107,-2611.0400000001086,2388.9599999998914
2025-09-12,-126.83999999999423,-2737.880000000103,2262.119999999897
2025-09-14,0.0,-2737.880000000103,2262.119999999897
2025-09-15,-52.509999999996126,-2790.390000000099,2209.609999999901
2025-09-16,-57.250000000008185,-2847.640000000107,2152.359999999893
2025-09-17,-22.88000000000784,-2870.520000000115,2129.479999999885
2025-09-18,-73.57999999999538,-2944.1000000001104,2055.8999999998896
2025-09-19,-80.50999999999385,-3024.6100000001043,1975.3899999998957
2025-09-21,-7.370000000000118,-3031.980000000104,1968.0199999998956
2025-09-22,-22.39999999999418,-3054.3800000000983,1945.6199999999014
2025-09-23,-37.35999999999444,-3091.7400000000926,1908.259999999907
2025-09-24,-34.620000000008986,-3126.3600000001015,1873.639999999898
2025-09-25,-47.58000000001357,-3173.940000000115,1826.0599999998844
2025-09-26,-126.28000000001612,-3300.220000000131,1699.7799999998683
2025-09-28,0.0,-3300.220000000131,1699.7799999998683
2025-09-29,-75.1399999999951,-3375.360000000126,1624.6399999998732
2025-09-30,-9.399999999994407,-3384.7600000001203,1615.2399999998788
2025-10-01,-47.319999999991296,-3432.080000000112,1567.9199999998875
2025-10-02,-90.61999999999375,-3522.7000000001053,1477.2999999998938
2025-10-03,-54.87999999999397,-3577.580000000099,1422.4199999998998
2025-10-05,0.0,-3577.580000000099,1422.4199999998998
2025-10-06,-107.2799999999886,-3684.860000000088,1315.1399999999112
2025-10-07,-56.839999999993324,-3741.700000000081,1258.2999999999179
2025-10-08,-124.31999999999175,-3866.020000000073,1133.9799999999261
2025-10-09,-40.35999999999285,-3906.380000000066,1093.6199999999333
2025-10-10,-170.0599999999929,-4076.4400000000587,923.5599999999404
2025-10-12,0.0,-4076.4400000000587,923.5599999999404
2025-10-13,-81.35999999999672,-4157.800000000056,842.1999999999437
2025-10-14,-20.099999999994225,-4177.90000000005,822.0999999999494
2025-10-15,-71.83999999999378,-4249.740000000043,750.2599999999557
2025-10-16,-49.13999999999771,-4298.880000000041,701.1199999999579
2025-10-17,-56.87999999999681,-4355.7600000000375,644.2399999999611
2025-10-19,0.0,-4355.7600000000375,644.2399999999611
2025-10-20,-38.13999999999635,-4393.900000000034,606.0999999999648
2025-10-21,-143.53999999999365,-4537.440000000028,462.5599999999711
2025-10-22,-34.83999999999304,-4572.280000000021,427.7199999999781
2025-10-23,-151.53999999999382,-4723.820000000014,276.17999999998426
2025-10-24,-69.09999999999587,-4792.92000000001,207.0799999999884
2025-10-26,0.0,-4792.92000000001,207.0799999999884
2025-10-27,-26.579999999994897,-4819.500000000005,180.4999999999935
2025-10-28,-73.35999999999459,-4892.859999999999,107.1399999999989
2025-10-29,-30.57999999999194,-4923.4399999999905,76.56000000000697
2025-10-30,-83.57999999999407,-5007.019999999985,-7.019999999987106
2025-10-31,-10.879999999997267,-5017.899999999982,-17.899999999984374
2025-11-02,0.0,-5017.899999999982,-17.899999999984374
2025-11-03,-62.65999999999741,-5080.5599999999795,-80.55999999998178
2025-11-04,-12.839999999992813,-5093.399999999972,-93.3999999999746
2025-11-05,-93.1399999999968,-5186.539999999969,-186.5399999999714
2025-11-06,11.42000000000607,-5175.119999999963,-175.11999999996533
2025-11-07,-12.659999999995364,-5187.779999999958,-187.7799999999607
2025-11-09,0.0,-5187.779999999958,-187.7799999999607
2025-11-10,-88.35999999999581,-5276.139999999954,-276.1399999999565
2025-11-11,-59.35999999999507,-5335.499999999949,-335.49999999995157
2025-11-12,-138.0599999999955,-5473.559999999945,-473.5599999999471
2025-11-13,-35.39999999999759,-5508.959999999943,-508.95999999994467
2025-11-14,-43.61999999999648,-5552.579999999939,-552.5799999999412
2025-11-16,0.0,-5552.579999999939,-552.5799999999412
2025-11-17,-44.87999999999545,-5597.459999999935,-597.4599999999366
2025-11-18,-0.3999999999954298,-5597.85999999993,-597.859999999932
2025-11-19,-59.359999999996035,-5657.219999999926,-657.2199999999281
2025-11-20,-96.83999999999446,-5754.05999999992,-754.0599999999225
2025-11-21,-7.579999999994925,-5761.639999999916,-761.6399999999174
2025-11-23,0.0,-5761.639999999916,-761.6399999999174
2025-11-24,-86.13999999999623,-5847.7799999999115,-847.7799999999137
2025-11-25,-74.79999999999404,-5922.579999999905,-922.5799999999077
2025-11-26,-20.619999999995798,-5943.199999999901,-943.1999999999035
2025-11-27,-35.65999999999781,-5978.859999999899,-978.8599999999013
2025-11-28,-47.09999999999434,-6025.959999999893,-1025.9599999998957
2025-11-30,0.0,-6025.959999999893,-1025.9599999998957
2025-12-01,-71.09999999999263,-6097.059999999885,-1097.0599999998883
2025-12-02,-30.619999999992615,-6127.6799999998775,-1127.679999999881
2025-12-03,-101.83999999999241,-6229.5199999998695,-1229.5199999998733
2025-12-04,-42.359999999993306,-6271.879999999863,-1271.8799999998666
2025-12-05,-79.35999999999376,-6351.239999999856,-1351.2399999998604
2025-12-07,0.0,-6351.239999999856,-1351.2399999998604
2025-12-08,-22.619999999992842,-6373.859999999849,-1373.8599999998532
2025-12-09,-59.17999999999665,-6433.039999999845,-1433.03999999985
2025-12-10,-87.05999999999199,-6520.099999999838,-1520.0999999998419
2025-12-11,-6.439999999996417,-6526.5399999998335,-1526.5399999998383
2025-12-12,-8.139999999993961,-6534.6799999998275,-1534.6799999998323
2025-12-14,0.0,-6534.6799999998275,-1534.6799999998323
2025-12-15,-73.35999999999308,-6608.039999999821,-1608.0399999998253
2025-12-16,-86.7999999999904,-6694.839999999811,-1694.8399999998157
2025-12-17,-31.879999999994425,-6726.719999999806,-1726.7199999998102
2025-12-18,-4.0999999999928605,-6730.819999999799,-1730.819999999803
2025-12-19,-35.13999999999419,-6765.959999999793,-1765.9599999997972
2025-12-21,0.0,-6765.959999999793,-1765.9599999997972
2025-12-22,-47.87999999999329,-6813.8399999997855,-1813.8399999997905
2025-12-23,-72.91999999999643,-6886.759999999782,-1886.759999999787
2025-12-24,-39.289999999996326,-6926.049999999778,-1926.0499999997833
2025-12-25,-12.36999999999989,-6938.419999999778,-1938.4199999997832
2025-12-26,-76.6199999999942,-7015.039999999773,-2015.0399999997774
2025-12-28,0.0,-7015.039999999773,-2015.0399999997774
2025-12-29,-47.39999999999577,-7062.439999999769,-2062.439999999773
2025-12-30,-28.919999999997344,-7091.359999999766,-2091.3599999997705
2025-12-31,-65.87999999999693,-7157.239999999763,-2157.2399999997674
2026-01-01,0.0,-7157.239999999763,-2157.2399999997674
2026-01-02,-74.79999999999063,-7232.0399999997535,-2232.039999999758
2026-01-04,0.0,-7232.0399999997535,-2232.039999999758
2026-01-05,-116.09999999999445,-7348.139999999748,-2348.1399999997525
2026-01-06,-99.65999999999713,-7447.7999999997455,-2447.7999999997496
2026-01-07,-60.79999999999109,-7508.599999999737,-2508.5999999997407
2026-01-08,-104.57999999999402,-7613.179999999731,-2613.1799999997347
